 #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC,Explicit
355,"Love in Any Language (feat. Kristin Chenoweth, Natalie Grant, Melinda Doolittle, Todd Smith, Travis Cottrell, Nicole C Mullen & Russ Taff)","Sandi Patty, Kristin Chenoweth, Natalie Grant, Melinda Doolittle, Todd Smith, Travis Cottrell, Nicole C. Mullen, Russ Taff",129,10B,46,2026-08-08,04:48,0,"ccm, southern gospel, christian, hymns, musicals, worship, christian pop, idol, smooth jazz, vocal jazz, gospel, christian rock, country christian","","Forever Grateful",2016-02-26,36,14,0,15,0,20,-8,D,4,0Vw3ys8obhYKifd0FqyIdX,"Stylos Records",US3DL1600002,no
356,"Birdhouse In Your Soul","Kristin Chenoweth, Ellen Greene",180,9B,39,2026-08-08,03:13,16,"musicals","","Pushing Daisies (Original Television Soundtrack)",2008-01-01,53,77,0,54,0,20,-9,G,4,3lQFVG2kvlAEY3GbEy9wB9,"Varese Sarabande",US3M50893203,no
357,"Schmigadoon!","The Cast of Schmigadoon!, Alan Cumming, Kristin Chenoweth",116,10B,46,2026-08-08,04:12,0,"musicals","","Schmigadoon! Episode 1 (Apple TV+ Original Series Soundtrack)",2021-07-16,58,56,0,68,10,0,-9,D,4,7AwFfa4nRD5ijeetQTPQF5,"Milan",USQX92102507,no
358,"Prologue: Prologue: 911 Emergency / I Have So Many Songs","William Finn, Michael Mandell, Kristin Chenoweth, John Jellison, Liz Larsen, Keith Byron Kirk, Mary Testa, Malcolm Gets, Ted Sperling",93,4B,32,2026-08-08,01:45,12,"musicals","","A New Brain (Original Off-Broadway Cast Recording)",1995-12-31,44,77,0,54,0,30,-10,G#/A♭,5,5G6HZgikShEA9RhaGWi2hN,"Masterworks Broadway",USBC19801854,no
359,"Heart and Music","William Finn, Keith Byron Kirk, Malcolm Gets, Liz Larsen, Mary Testa, Penny Fuller, Norm Lewis, Kristin Chenoweth, Michael Mandell, John Jellison, Ted Sperling",107,5B,43,2026-08-08,03:27,18,"musicals","","A New Brain (Original Off-Broadway Cast Recording)",1995-12-31,39,82,0,51,0,10,-8,D#/E♭,5,1zMuaPVcG8QTFvCwk1wGwO,"Masterworks Broadway",USBC19801855,no
360,"You'll Think of Someone","Kristin Chenoweth, Sean Hayes",128,12B,21,2026-08-08,02:19,10,"musicals","","Promises, Promises (New Broadway Cast Recording (2010))",2010-06-21,60,83,0,30,0,0,-14,E,4,7zka48TMKy9RGUuC83Eb1q,"Masterworks Broadway",USSM11001584,no
361,"Whoever You Are, I Love You","Kristin Chenoweth",166,7B,13,2026-08-08,04:07,10,"musicals","","Promises, Promises (New Broadway Cast Recording (2010))",2010-06-21,24,86,0,8,0,10,-13,F,3,46nmIX5AI4VJmb9kxiw7uW,"Masterworks Broadway",USSM11001594,no
362,"Lovers' Spat","The Cast of Schmigadoon!, Kristin Chenoweth",127,9B,47,2026-08-08,03:40,31,"musicals","","Schmigadoon! (Apple TV+ Original Series Soundtrack)",2021-07-16,65,64,0,70,10,50,-8,G,5,6VofmfUL1QuIaE6aWSzbp0,"Milan",USQX92102514,no
363,"Love Looks Good on You (feat. Kristin Chenoweth)","Randy Travis, Kristin Chenoweth",109,7B,36,2026-08-08,04:02,12,"country christian, classic country, country, traditional country, musicals","","Anniversary Celebration",2011-06-03,42,70,0,17,0,10,-9,F,3,4en4udUTrU9PX2m5WUTGAy,"Warner Records",USWB11100678,no
364,"My New Philosophy","Kristin Chenoweth, Stanley Wayne Mathis, Ilana Levine",103,11B,32,2026-08-08,02:56,50,"musicals","","You're a Good Man, Charlie Brown (New Broadway Cast Recording (1999))",1999-03-08,76,65,0,72,40,60,-12,A,4,3ZZcnhEbohNn1rXgcahmwK,"Masterworks Broadway",USBC19900047,no
365,"No One Mourns The Wicked","Stephen Schwartz, Kristin Chenoweth, Sean McCourt, Cristy Candler, Jan Neuberger, Stephen Oremus",73,11A,47,2026-08-08,06:40,20,"score, musicals","","Wicked (15th Anniversary Special Edition)",2019-02-08,26,70,0,22,0,10,-8,F#/G♭ minor,3,3U5lbtg6F4Gv2G0gjwlYTm,"VDB - Verve Decca Broadway",USUMC0300210,no
366,"I'm Not That Girl (Reprise)","Stephen Schwartz, Kristin Chenoweth, Stephen Oremus",149,8B,2,2026-08-08,00:50,14,"score, musicals","","Wicked (15th Anniversary Special Edition)",2019-02-08,25,98,0,19,0,10,-25,C,1,0nkDKnoxjON2BnDzbwNyj5,"VDB - Verve Decca Broadway",USUMC0300221,no
367,"Finale  Wicked ","Stephen Schwartz, Kristin Chenoweth, Idina Menzel, Stephen Oremus",128,9B,20,2026-08-08,01:41,15,"score, musicals","","Wicked (15th Anniversary Special Edition)",2019-02-08,25,96,5,7,0,20,-11,G,3,31eh2tzcB4VjsNUp8pvJR4,"VDB - Verve Decca Broadway",USUMC0300226,no
368,"Home (Glee Cast Version) (feat. Kristin Chenoweth)","Glee Cast, Kristin Chenoweth",97,8B,62,2026-08-08,03:31,30,"christmas, musicals","","Glee: The Music, Volume 3 Showstoppers",2010-05-18,29,69,0,11,0,30,-5,C,4,1a7jQ2WGIpLJlHJD0hily2,"Columbia",USQX91000296,no
369,"[Symphonic-Mobile Suite  UC ] 1stMob. :20090522or0331","Sawano Hiroyuki",86,9A,48,2026-08-08,04:03,22,"anime, soundtrack","","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 4",2014-11-20,24,21,88,16,0,10,-17,E minor,4,0eD90J6qE5KxPcBTtl2QPd,"SUNRISE Music Label",JPP301400065,no
370,"[Symphonic-Mobile Suite  UC ] 3rdMob. :Re:I am Marie","Sawano Hiroyuki",80,9A,26,2026-08-08,03:52,19,"anime, soundtrack","","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 4",2014-11-20,11,25,87,4,0,10,-16,E minor,5,3tJcdqyKsAbOvDJfFgFcUm,"SUNRISE Music Label",JPP301400067,no
371,"PM-20:10→20:14","Sawano Hiroyuki",59,9A,4,2026-08-08,06:08,17,"anime, soundtrack","","MOBILE SUIT GUNDAM UNICORN Original Motion Picture Soundtrack 4",2014-11-20,32,99,91,7,0,0,-28,E minor,4,1gWPluwcJTiSvJ3T9CpGXS,"SUNRISE Music Label",JPP301400077,no
372,"Yours Truly, Austin Post - Instrumental","Post Malone",126,2B,35,2026-08-08,03:38,23,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,76,69,89,34,0,10,-10,F#/G♭,4,0BsHTvuJOTqugNlgRG9ZF0,"Mercury Records/Republic Owned",USUM72121933,no
373,"Hit This Hard - Instrumental","Post Malone",140,8B,42,2026-08-08,04:09,23,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,82,26,91,17,0,0,-11,C,4,6OreFZYYpVX9mIYyYYOfxB,"Mercury Records/Republic Owned",USUM72121935,no
374,"Money Made Me Do It - Instrumental","Post Malone",83,8B,16,2026-08-08,03:41,19,"dfw rap, melodic rap, pop, rap","Pop","Stoney (Complete Edition)",2016-12-09,84,3,76,7,40,0,-10,C,4,1CHYTLOjp5TML1LEF7mEe6,"Mercury Records/Republic Owned",USUM72121936,no
375,"Dritat","Yll Limani, 2po2",124,12A,43,2026-08-08,03:48,0,"albanian pop, kosovan pop, albanian hip hop","","Dritat",2017-11-25,69,29,0,21,0,20,-11,C♯/D♭ minor,4,4mvmvRha2XbI2IGKTLyPq1,"Yll Limani",TCADJ1755237,no
376,"Krejt ti fala","Majk, Yll Limani",104,7B,67,2026-08-08,03:25,0,"","","Krejt ti fala",2023-10-05,78,28,0,55,10,0,-6,F,4,3lzPuwUsEirsEwN8g3R26I,"Acromax Media",DETO41883671,no
377,"Autumn Leaves","Cricket & Yll Limani, Cricket, Yll Limani",120,11B,67,2026-08-08,03:12,0,"albanian pop, kosovan pop","","Autumn Leaves",2018-10-01,90,6,0,45,20,0,-7,A,4,6glrB5VUd0GacEvxgwqHed,"Cricket Music",USHM91835827,no
378,"Leje","Yll Limani",170,1A,42,2026-08-08,03:18,0,"albanian pop, kosovan pop","","Leje",2020-11-26,77,16,0,57,20,0,-6,G#/A♭ minor,4,0I23H7D56B52XselLBS9TM,"Yll Limani",ALA092000157,no
379,"Ndoshta","Cricket, Yll Limani",100,2B,63,2026-08-08,03:17,0,"albanian pop, kosovan pop","","Ndoshta",2021-02-04,80,30,0,64,0,0,-4,F#/G♭,4,3FxbNGJmc44DmQiVDtqS7a,"Cricket Music",QZFZ42157480,no
380,"A Ki Me Rrejt","Yll Limani",96,8A,55,2026-08-08,03:00,0,"albanian pop, kosovan pop","","A Ki Me Rrejt",2021-04-16,68,16,0,38,0,30,-7,A minor,4,1bv4EAzJWVaTgdMJpZMaqz,"Yll Limani",ALA092000233,no
381,"Marre","Elvana Gjata, Yll Limani",186,7A,73,2026-08-08,02:48,47,"albanian pop, kosovan pop","","Marre x E di",2021-07-18,69,12,0,47,20,30,-5,D minor,4,54m1dl1IJylKz91w3O2Zlj,"EMM distributed by Loudcom Media",ALA0B2100008,no
382,"Me Jetu","Yll Limani",200,8B,41,2026-08-08,03:03,46,"albanian pop, kosovan pop","","Me Jetu",2021-09-24,52,13,0,55,10,10,-9,C,4,2p8NddyQAT7z6LfeiXfOnl,"Yll Limani",ALA092100061,no
383,"As 1 Minut","Ermal Fejzullahu, Yll Limani",75,1A,74,2026-08-08,02:58,0,"albanian pop, kosovan pop","","As 1 Minut",2021-11-25,66,15,0,68,0,10,-6,G#/A♭ minor,4,5InK1BzblJSL8BhsIVLdBZ,"Ermal Fejzullahu",XKA032200013,no
384,"Cka nëse","Yll Limani",97,11A,52,2026-08-08,03:22,0,"albanian pop, kosovan pop","","Lshoja Zanin",2021-12-05,89,8,0,83,0,30,-9,F#/G♭ minor,4,6SSu2puaOu9wqIho6cE2su,"LOUD.",AMA032100006,no
385,"Fjale","DJ Geek, Yll Limani",110,10A,60,2026-08-08,02:55,0,"albanian pop, kosovan pop","","Fjale",2022-02-04,66,8,0,53,10,20,-8,B minor,4,0ONeMuqsN7OgpbXfOnYJCe,"Bzzz Entertainment & MONEYZ",QZFZ62245931,no
386,"Unwanted","Avril Lavigne",162,9A,84,2026-08-08,03:41,53,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","Let Go",2002-06-04,48,0,2,62,0,60,-5,E minor,3,1vjIHlmc4WfIaEl74YAvX0,"Arista",USAR10200227,no
387,"Nobody's Fool","Avril Lavigne",90,12B,88,2026-08-08,03:57,54,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","Let Go",2002-06-04,50,0,0,46,0,10,-6,E,4,4UMZpWNYEDT2vVALzWdcCo,"Arista",USAR10200232,no
388,"Naked","Avril Lavigne",82,9A,77,2026-08-08,03:28,51,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","Let Go",2002-06-04,52,0,0,46,0,10,-6,E minor,4,2zVV1TUD5ymZMJ3JaB8fUu,"Arista",USAR10200234,no
389,"7角：the1","Sawano Hiroyuki",91,10B,68,2026-08-08,04:51,41,"anime, soundtrack","","七つの大罪 オリジナル・サウンドトラック",2014-12-24,26,0,92,16,0,20,-12,D,4,30LuuTndVmwmQr6q1JMlPm,"Aniplex Inc.",JPE301401276,no
390,"KAN594","Sawano Hiroyuki",136,7A,75,2026-08-08,01:53,26,"anime, soundtrack","","七つの大罪 オリジナル・サウンドトラック",2014-12-24,54,16,92,46,0,10,-14,D minor,3,09BymrbxH16nrYZYeCEQuQ,"Aniplex Inc.",JPE301401282,no
391,"EP←K","Sawano Hiroyuki",150,6B,72,2026-08-08,04:34,23,"anime, soundtrack","","七つの大罪 オリジナル・サウンドトラック",2014-12-24,22,56,84,4,0,10,-14,A#/B♭,4,2UJWeLRxzrECeEkjlLl05u,"Aniplex Inc.",JPE301401285,no
392,"OH92&HrBrM","Sawano Hiroyuki",166,3B,55,2026-08-08,04:37,29,"anime, soundtrack","","七つの大罪 オリジナル・サウンドトラック",2014-12-24,21,1,91,17,0,10,-11,C♯/D♭,4,1SBQD69q5g5L5mnz7dSjtc,"Aniplex Inc.",JPE301401288,no
393,"サドンデスゲーム　Instrumental(-Mitsumura Guitar)","NICO Touches the Walls",170,9A,93,2026-08-08,05:27,0,"anime, j-rock, j-pop","","サドンデスゲーム",2010-08-11,40,0,81,24,0,30,-5,E minor,4,08F2tkMVaZQPhxtxdPQueM,"Sony Music Labels Inc.",JPKS01001604,no
394,"Spoil My Night (feat. Swae Lee)","Post Malone, Swae Lee",161,3B,72,2026-08-08,03:14,64,"dfw rap, melodic rap, pop, rap, trap","Pop","beerbongs & bentleys",2018-04-27,67,34,0,24,0,10,-3,C♯/D♭,4,5VuxWXbt7XENQCtE9TzpTv,"Republic Records",USUM71805153,yes
395,"Otherside","Post Malone",105,8A,64,2026-08-08,03:48,64,"dfw rap, melodic rap, pop, rap","Pop","beerbongs & bentleys",2018-04-27,65,32,0,11,0,20,-6,A minor,4,4qWCFTuNnmGNdY4egtb4ZY,"Republic Records",USUM71805171,yes
396,"Harrom","Xhoni Beats, Yll Limani",180,3B,58,2026-08-08,03:17,0,"albanian pop, kosovan pop","","Harrom",2022-02-28,58,15,0,38,10,20,-10,C♯/D♭,4,5N0sfQt6VKfdg1z3S2ebSm,"TIC International ©",QZDA72287920,no
397,"Cello Suite No. 2 in D Minor, BWV 1008: II. Allemande (Arr. For viola da gamba)","Johann Sebastian Bach, Sadao Udagawa",133,7A,1,2026-08-08,07:41,0,"baroque, classical, classical piano, concerto, early music, chamber music","","Bach Suites",2015-00-00,16,92,88,14,0,10,-30,D minor,5,4EjUgbgGPSkSvJLSaNL82x,"Waon Records",JPM831700033,no
398,"Cello Suite No. 2 in D Minor, BWV 1008: IV. Sarabande (Arr. For viola da gamba)","Johann Sebastian Bach, Sadao Udagawa",77,7B,1,2026-08-08,07:35,0,"baroque, classical, classical piano, concerto, early music, chamber music","","Bach Suites",2015-00-00,7,90,86,4,0,10,-31,F,5,5VKbPxUiZWXeMGJn4qYWjO,"Waon Records",JPM831700035,no
399,"Lute Suite in G Minor, BWV 995: I. Prelude (Arr. For viola da gamba)","Johann Sebastian Bach, Sadao Udagawa",138,5A,3,2026-08-08,08:59,0,"baroque, classical, classical piano, concerto, early music, chamber music","","Bach Suites",2015-00-00,24,94,89,16,0,10,-29,C minor,3,4HejFux59TuXiGKsySk1qd,"Waon Records",JPM831700038,no
400,"How Does It Feel","Avril Lavigne",118,8B,58,2026-08-08,03:44,51,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","Under My Skin",2004-00-00,65,2,0,34,0,10,-5,C,4,7vTCIwHvCT3zMmtYBo0uff,"Arista",USAR10400485,no
401,"Nobody's Home","Avril Lavigne",185,4A,91,2026-08-08,03:32,71,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","Under My Skin",2004-00-00,35,0,0,18,0,10,-4,F minor,4,0cZDC7uxNK8lqQ3GgyvCnD,"Arista",USAR10400487,no
402,"I Always Get What I Want","Avril Lavigne",91,11B,91,2026-08-08,02:31,46,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","Under My Skin",2004-00-00,61,0,0,78,10,0,-3,A,4,27Q0lsG2b9ESRSSJYPhxzp,"Arista",USAR10400371,no
403,"Saint-Tropez","Post Malone",132,8B,68,2026-08-08,02:30,69,"dfw rap, melodic rap, pop, rap","Pop","Hollywood's Bleeding",2019-09-06,62,5,0,30,0,10,-4,C,4,05mDaV9Vb3wrzjF6OPZnhq,"Republic Records",USUM71915733,yes
404,"A Thousand Bad Times","Post Malone",159,2B,73,2026-08-08,03:41,66,"dfw rap, melodic rap, pop, rap","Pop","Hollywood's Bleeding",2019-09-06,63,11,0,31,0,10,-3,F#/G♭,4,2J0NXdHr6MYvKDSxB7k3V2,"Republic Records",USUM71915724,yes
405,"On The Road (feat. Meek Mill & Lil Baby)","Post Malone, Meek Mill, Lil Baby",113,9B,74,2026-08-08,03:38,69,"dfw rap, melodic rap, pop, rap, atl hip hop, atl trap, trap","Pop","Hollywood's Bleeding",2019-09-06,44,6,0,22,10,10,-5,G,5,12Fkyg9lpmaz2zmKOfw2Y2,"Republic Records",USUM71915729,yes
406,"I'm Gonna Be","Post Malone",118,7B,56,2026-08-08,03:20,67,"dfw rap, melodic rap, pop, rap","Pop","Hollywood's Bleeding",2019-09-06,75,71,0,37,0,10,-4,F,4,1ckLp8lCl8LipXI0ypX72m,"Republic Records",USUM71915727,yes
407,"Internet","Post Malone",74,8B,49,2026-08-08,02:03,58,"dfw rap, melodic rap, pop, rap","Pop","Hollywood's Bleeding",2019-09-06,40,84,0,20,0,10,-6,C,4,0KAzP1Rbp0Vz5pw8i1KDDI,"Republic Records",USUM71915726,yes
408,"Wow.","Post Malone",100,10A,54,2026-08-08,02:29,81,"dfw rap, melodic rap, pop, rap","Pop","Hollywood's Bleeding",2019-09-06,83,14,0,39,20,10,-7,B minor,4,7xQAfvXzm3AkraOtGPWIZg,"Republic Records",USUM71822626,yes
409,"PT-9:罪","Sawano Hiroyuki",140,9A,40,2026-08-08,02:18,35,"anime, soundtrack","","七つの大罪 オリジナル・サウンドトラック 2",2015-04-08,32,44,95,11,0,0,-11,E minor,4,3fy4rEfMz5i6O0YQIQw0Rm,"Aniplex Inc.",JPE301500200,no
410,"DAN-14:罪","Sawano Hiroyuki",101,10B,56,2026-08-08,01:52,13,"anime, soundtrack","","七つの大罪 オリジナル・サウンドトラック 2",2015-04-08,57,19,89,75,0,10,-12,D,3,261u1ppUewtL9wGQh9agoe,"Aniplex Inc.",JPE301500205,no
411,"君だけ","NICO Touches the Walls",80,3B,67,2026-08-08,05:49,15,"anime, j-rock, j-pop","","PASSENGER",2011-04-06,30,1,0,19,0,10,-5,C♯/D♭,4,78KhL6byteQUNawFCyxcJR,"Sony Music Labels Inc.",JPKS01100664,no
412,"Everything Back But You","Avril Lavigne",130,12B,97,2026-08-08,03:02,48,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","The Best Damn Thing (Expanded Edition)",2007-04-17,54,0,0,48,10,30,-3,E,4,6a1X8nNiPyVQYyzCDW9Ine,"RCA Records Label",USRC10700202,yes
413,"One of Those Girls","Avril Lavigne",92,3B,93,2026-08-08,02:55,47,"canadian pop, candy pop, dance pop, pop","Electronic, Pop","The Best Damn Thing (Expanded Edition)",2007-04-17,51,0,0,74,0,10,-3,C♯/D♭,4,4Ib7GwWqc37GWVermwR4OV,"RCA Records Label",USRC10700075,no
414,"Sentimental Journey (with Les Brown & His Orchestra)","Doris Day, Les Brown & His Orchestra",80,7B,4,2026-08-08,03:12,43,"adult standards, big band, swing music","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,49,98,1,21,0,0,-16,F,4,3YU16osxnEi1e0SvXIt0QW,"Columbia/Legacy",USSM14400046,no
415,"It's Magic (with George Sirava and His Orchestra) - Version 1 - Take 6","Doris Day, George Sirava and His Orchestra",80,7B,7,2026-08-08,03:28,25,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,36,91,0,15,0,10,-16,F,5,0KCac2Oyqfi1kKyhrCJhPl,"Columbia/Legacy",USSM14700094,no
416,"That Old Feeling","Doris Day, John Rarig",111,3B,10,2026-08-08,03:03,20,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,28,96,0,8,0,0,-16,C♯/D♭,3,5SUe6mUqwXxJAT6AhcMSW7,"Columbia/Legacy",USSM14800007,no
417,"At The Cafe Rendezvous (with The Mellomen)","Doris Day, John Rarig, The Mellomen",118,9B,7,2026-08-08,02:50,14,"adult standards, big band, movie tunes","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,35,92,0,22,0,10,-19,G,5,1clUQ3Aval5JMNnBF1gfJM,"Columbia/Legacy",USSM14900162,no
418,"The Very Thought of You (with Harry James & His Orchestra)","Doris Day, Harry James",121,5B,9,2026-08-08,03:02,24,"adult standards, big band, swing music, jazz","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,42,95,0,19,0,30,-15,D#/E♭,4,1V734pHwTFnOHuIkZtsqT1,"Columbia/Legacy",USSM15000124,no
419,"It's A Lovely Day Today (with George Sirava and His Orchestra)","Doris Day, George Sirava and His Orchestra",160,7B,16,2026-08-08,03:00,29,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,58,85,0,85,0,10,-15,F,4,6t0syJ2dDNHiGhm7B44Y3n,"Columbia/Legacy",USSM15000130,no
420,"Lullaby of Broadway (with Harry James & His Orchestra) - Version 2","Doris Day, Harry James",83,7B,25,2026-08-08,02:51,39,"adult standards, big band, swing music, jazz","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,65,81,0,64,0,40,-12,F,4,0qPeyVfebszZcHTUc48Lzl,"Columbia/Legacy",USSM15000133,no
421,"Baby Doll (with Paul Weston & His Orchestra) - From  The Belle Of New York ","Doris Day, Paul Weston And His Orchestra",68,4B,4,2026-08-08,02:50,10,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,38,98,0,14,0,10,-16,G#/A♭,4,6hEQLPD0qqsvB7JYiaLVA6,"Columbia/Legacy",USSM15100212,no
422,"Ain't We Got Fun? (with Paul Weston & His Orchestra & The Norman Luboff Choir) - Version 3","Doris Day, Paul Weston And His Orchestra, The Norman Luboff Choir",170,5A,30,2026-08-08,02:34,22,"adult standards, big band, easy listening","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,63,93,0,72,10,20,-10,C minor,3,2G2aX4pnrz3aSirNLBbl5a,"Columbia/Legacy",USSM15300146,no
423,"The Black Hills of Dakota (with Paul Weston & His Orchestra) - Version 1","Doris Day, Paul Weston And His Orchestra",93,10B,17,2026-08-08,02:59,26,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,48,81,0,34,0,10,-14,D,4,5BWhyqnBtuh67TGr9TJpi7,"Columbia/Legacy",USSM15300147,no
424,"Shaking the Blues Away (with Percy Faith & His Orchestra)","Doris Day, Percy Faith & His Orchestra",90,8B,39,2026-08-08,03:30,11,"adult standards, big band, orchestral","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,47,82,0,60,0,30,-12,C,4,4r6xwq5p4Zv6qjJdmnvCZg,"Columbia/Legacy",USSM15500158,no
425,"I'll Never Stop Loving You (with Percy Faith & His Orchestra)","Doris Day, Percy Faith & His Orchestra",103,9B,1,2026-08-08,01:54,13,"adult standards, big band, orchestral","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,55,97,0,17,0,0,-18,G,5,4xgDzQ5t4qtRyoztQchrtn,"Columbia/Legacy",USSM15500159,no
426,"That Jane from Maine","Doris Day",173,9A,47,2026-08-08,02:26,9,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,47,46,0,93,0,0,-11,E minor,4,0OWVTAbs2oWvgN1zCseiqj,"Columbia/Legacy",USSM15800703,no
427,"Doin' What Comes Natur'lly","Doris Day",161,4B,34,2026-08-08,02:46,12,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,54,80,0,73,0,10,-10,G#/A♭,3,2VoX5PBZGaNXHu3djgxqDU,"Columbia/Legacy",USSM16200989,no
428,"Sorry","Doris Day",121,8B,38,2026-08-08,02:21,9,"adult standards, big band","","Golden Girl (The Columbia Recordings 1944-1966)",1999-06-01,39,31,0,34,0,10,-11,C,5,1Rfg8I5sKLcdEMF2FecGDB,"Columbia/Legacy",USSM16600557,no
429,"Next of Kin","Sawano Hiroyuki",96,8B,79,2026-08-08,03:27,19,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,67,4,0,69,0,0,-6,C,4,3cj4dtN3kNMXhGfCC0g5Yi,"Aniplex Inc.",JPE301600272,no
430,"Warcry","Sawano Hiroyuki",123,3A,93,2026-08-08,04:14,33,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,62,15,0,52,0,20,-6,A#/B♭ minor,4,6wneTary0mo2YSqMl2fILx,"Aniplex Inc.",JPE301600264,no
431,"Grenzlinie","Sawano Hiroyuki",134,10B,46,2026-08-08,04:56,26,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,55,50,6,15,0,10,-8,D,4,6cdrMa5hWgggyB3AGGWiZT,"Aniplex Inc.",JPE301600275,no
432,"KABANERI-SEAGATE弌","Sawano Hiroyuki",107,3A,74,2026-08-08,05:45,19,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,39,3,62,11,0,10,-10,A#/B♭ minor,4,0id8R8ZdeHdcRerXXXPPul,"Aniplex Inc.",JPE301900375,no
433,"ComeBack音","Sawano Hiroyuki",78,10A,45,2026-08-08,07:15,10,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,27,6,82,8,0,10,-13,B minor,4,06FjiHTPGvrYm23yZkQbiq,"Aniplex Inc.",JPE301600271,no
434,"JAnoPAN","Sawano Hiroyuki",117,11B,89,2026-08-08,04:35,10,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,28,0,69,44,0,30,-9,A,4,1EaHZpoT3M8ZginrbwNf0r,"Aniplex Inc.",JPE301600266,no
435,"VIVALABIBA","Sawano Hiroyuki",97,4B,74,2026-08-08,04:00,9,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,34,21,93,40,0,10,-9,G#/A♭,4,4vXPdI7RGBVY7DtKs2lan2,"Aniplex Inc.",JPE301600270,no
436,"KK11(m6)","Sawano Hiroyuki",134,8B,43,2026-08-08,02:19,8,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,53,50,85,4,0,0,-14,C,4,617EIoEbPT9AdRseP5WG5e,"Aniplex Inc.",JPE301600439,no
437,"KK2-6","Sawano Hiroyuki",134,9A,74,2026-08-08,02:05,8,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,54,0,97,33,0,10,-11,E minor,4,18x3R1xKPsfAyRGkWHMLLS,"Aniplex Inc.",JPE301600441,no
438,"KK12a","Sawano Hiroyuki",68,6A,20,2026-08-08,02:55,11,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,32,99,94,4,0,20,-20,G minor,3,0x5EboNbOuzmll96S0zvEV,"Aniplex Inc.",JPE301600443,no
439,"Through My Blood(Instrumental)","Sawano Hiroyuki",128,4B,81,2026-08-08,04:14,12,"anime, soundtrack","","甲鉄城のカバネリ COMPLETE SOUNDTRACK",2019-04-24,25,0,83,60,0,10,-8,G#/A♭,4,6ymYtQCaxkngZd870c0Y1Q,"Aniplex Inc.",JPE301600447,no
